path	translation	hypothesis
en.20081203.13.3-092.wav	Mr President, I am not alone in finding it difficult to join in with this emerging self-importance of the European decision-makers when it comes to management of the financial market crisis, for if Europe, if the EU were a functioning democracy, one would first have to raise the question of responsibility and how it could all have happened. It is simply not true that all the problems we are now facing involve a tsunami, something caused by Nature. This is man-made. With all this regulatory fervour that characterises this Union, one asks oneself why action was not taken when banks began to cross national borders to an appreciable extent? Why, in spite of corresponding warnings, was action not taken when derivatives crept in. I clearly remember that Nobel prize winner Joseph Stiglitz addressed all these points. There was a silence, a taboo. That is where you would have to start because recognising one ’ s own faults is the only key to finding the solution in future.	
en.20081203.13.3-098.wav	Mr President, Commissioner, ladies and gentlemen, my question relates to what you think about Iceland and Hungary introducing the euro as a second currency. Do you think that that could solve the problem of these two countries? The second question is: do you think that it would be possible to introduce a risk premium for derivatives which would then be used to strengthen the banks ’ own capital? My third question is: do you not think that a reduction in value added tax would encourage imports, in particular from China and India? Would it not make more sense to consider tax reductions for our businesses and for our employees, to pay investment premiums, to focus on progressive depreciation and above all to increase assets of a minor value by a factor of ten to avoid taxing fictitious profits and to keep the money in the enterprise, thus also enabling wages to be paid more easily?	
en.20081217.21.3-296.wav	Madam President, this comprehensive report makes clear how many human rights violations take place in the world every day. This is particularly alarming 60 years after the proclamation of the Universal Declaration of Human Rights, and is a call to us to redouble our efforts. For this reason, too, I advocate elevating the present Subcommittee on Human Rights to the status of full committee. Today we awarded the Sakharov Prize to Hu Jia, who champions the causes of human rights and the environment in China. Since he is in prison, however, he was unable to receive it in person. This brings shame on China. In addition, tomorrow this House will be debating human rights violations in Russia. Our relations with both of these countries must attach greater importance not only to economic interests but also, in particular, to human rights. We call for freedom for Hu Jia in China and for Mikhail Khodorkovsky in Russia.	
en.20081217.23.3-343.wav	Mr President, ladies and gentlemen of the Council, Commissioner, ladies and gentlemen, as rapporteur on OLAF, the European Anti-Fraud Office, one makes interesting discoveries, for example, that everyone talks about combating fraud but no one does anything. Another discovery is that Member States work out all their payments to the European Union to the last cent, but when it comes to spending this money, they start feeling generous and even make it easier for fraudsters, for example, by still taking an average of 36 months to even report irregularities to the European Union. The European Parliament considers this unacceptable. We want to see an effective fight against fraud, one that includes prevention. We want Member States to put the fight against fraud on the agenda and we want to see a joint discussion about what we need and what the problems are. We want to see the national judicial authorities taking a greater interest in following up the results of OLAF investigations. There must be an end to the legal loopholes that have existed up to now for fiddles. We need European funds to be treated in the same way as national funds. We want an independent office with the resources and legal bases necessary to perform its tasks. We want an office that can work together with Member States quietly and efficiently. Our opinion on the legal basis, Regulation 1073 / 99, covers all these points. Our plea is for this Regulation – which is at the heart of OLAF – to be further developed together with the Council. We call on the Council to incorporate our opinion and open talks on the further development of this Regulation. We want to provide a solution to OLAF ’ s problems. I wish to thank all the groups in the House for lending their support to this in the form of a resolution, too, on which we shall be voting tomorrow. I would appeal to the French and Czech Council Presidencies to take Parliament ’ s ball and to pass it back. In our proposals, we have also taken up solutions developed and put forward by the Council working party. I wish to assure you of our interest in bringing this Regulation to a speedy conclusion, and of our willingness to engage in constructive discussions on the basis of our proposals. Consolidating all the legal bases for OLAF, as the Council envisages, would mean wasting a lot more time over an uncertain outcome. OLAF will soon be celebrating its 10 anniversary. Consolidation would mean a further 10 years without an improvement in the legal basis. We are too serious about combating fraud to let this happen. That is why we want to do what is doable now in cooperation with the Council. Thank you very much.	
en.20081217.3.3-057.wav	Mr President, I should like to take up a point raised by my Austrian colleague, Mr Rübig, a little while ago. We are spending less than 1% of European Gross Domestic Product on Europe and, at the same time, requiring the EU to cope with more and more tasks for more and more Member States. This does not add up! In the light of this, it is really incredible that we have been on an economy drive for many years, one that has involved not only the economical use of our funds but also, basically, the Finance Ministers reclaiming money and channelling it into their national budgets at the end of the year. There are enough new tasks we should be spending our money on. There are also tasks to which we have not really been allocating due budgetary funds for years. The expenditure on EU information policy ought to be significantly increased if we really wish to draw European citizens closer to Europe. There are a great many tasks in the field of student and trainee exchanges in which Europe could become involved.	
en.20081218.3.4-048.wav	Mr President, it is good that integration in the justice sector, hitherto traditionally the preserve of the nation-states, is making progress. This is consistent with the changes in living conditions of the people of our Union. However – an observation that has already been made several times – this integration must not intrude too far into structures which have evolved by tradition and, most importantly, which work. Not everything can be measured by the same yardstick. The organisation of authentic instruments and public registrars is completely different in many Member States. In Austria, but not only there, the notary ’ s office enjoys a long tradition and a high level of security and confidence as a public registrars ’ office. This must not be jeopardised without good cause; that is, merely because such professions do not exist elsewhere. Therefore, I say ‘ yes ’ to integration and mutual opening-up, but in a balanced way.	
en.20090112.14.1-100.wav	Madam President, ladies and gentlemen, plant protection products were, and still are, essential agricultural resources. Farmers require a minimum selection of plant protection products because it is a matter of protecting the indigenous cultural landscape, producing top-quality food and protecting resources. Our debates about chemicals are too often conducted on a very irrational level. We must think and act rationally if we are to achieve sensible results. The effects of Parliament's original position would have been fatal: a blanket ban on plant protection products would result in lower agricultural yields and, ultimately, rising food prices. Therefore, I am happy that an acceptable compromise was found in the trialogue negotiations. It is welcome that we have retained the three-zone ruling even with considerable exemptions for Member States. A courageous step to a consistent internal market solution would look different at this stage: Alongside the acceptable compromises achieved, we should not second guess a final definition of endocrinically effective substances but actually allow the Commission its four years to produce a scientifically-based definition. Otherwise, we will overstretch the precautionary principle here. I find it regrettable that we are not permitting any impact assessment of the agreement now reached.	
en.20090219.28.4-091.wav	() Madam President, the last time that there was such a demonstration of opinion during a visit by a Head of State or Government, the President of this House intervened very strongly. On that occasion it related to a matter that was also of concern to him personally, namely the Treaty of Lisbon. Today, when the President, the sovereign elected President of a country, is speaking and is interrupted and hassled to such an extent by the socialists, the President does nothing. Do you know what this is? This is not democracy, this is despotism. I demand that the appropriate measures be taken.	
en.20090310.36.2-499.wav	Madam President, children and politics – rarely are the interests of the citizens and of the politicians so far apart. For citizens throughout Europe, the subject of children is right at the top of their priorities. For politicians, children ’ s issues are also-ran issues, as we can see again here, too. I do not know of a single country with a dedicated ministry for children, nor is there a dedicated representative for the interests of our youngest citizens in the Commission. In Parliament, the subject of children is spread across all the committees. That is why I would like to give special mention to the Commission today, as it is dealing here with childcare facilities and the Barcelona objective. Thank you ever so much. In the parliamentary working group on Quality of childhood, we observed that our children live in a very complicated world. The future for those who are children right here, right now – today – is completely uncertain. A child of today can climb right to the top of the social ladder or fall right down to the bottom. Such children can remain in their own cultural circle or they can search out another one. They can follow a similar life path to their parents or do the exact opposite. They can marry someone from the opposite sex or someone of their own sex. More than 50 years ago, when we launched the project of uniting Europe, all that was completely different. The diversity that characterises us as Europeans has become a decisive factor in the lives of children. The concept of diversity must, therefore, find its way into what teachers and others engaged in educating our children teach. Far too little attention is paid to this at present. Europe ’ s childcare facilities and schools are, after all, cracking under the strain of the challenge of integration. We need to press the reset button when it comes to matters of integration and start again from scratch. Let us approach this subject completely free of prejudice again, according to the slogan ‘ stop it through diversity ’. In addition, I would ask all the MEPs after me not only to come out and advocate gender mainstreaming, but to fight for child mainstreaming, too – especially in this time of global financial crisis – because, otherwise, we will saddle our children with immeasurable debts.	
en.20090310.6.2-060.wav	Mr President, I want to keep this short. I would like to offer my thanks for the constructive contributions that I have heard Members make to the debate today. To conclude, I just have a couple more things to say. Firstly, I would like to offer my sincere thanks to the Commissioner for not categorically arguing against the concept of minimum requirements for the safety network. This proposal is no work of the devil, nor is it a bureaucratic monster. It is an instrument for solving problems and one that we should give a chance to. For that reason I would like to take this opportunity just to call for your support for it once again. The other thing I wanted to say I will direct at my British friends, and ‘ across all the parties ’. My dear British friends, I do understand, Caroline, I can see your problem. I can well understand that the energy security of a country will be put above compliance with an air pollution limit for a certain period of time. I have a lot of sympathy for that. I am also the last person who would fail to grant Her Majesty additional time when it comes to building new coal-fired power stations. This is something that we can talk about. The problem is that that is exactly what we have not done. At no point in the last four months has this conversation taken place. I want to urge you, at this point – looking forward to second reading now – to be open-minded once again and to say ‘ let us talk about a compromise now ’ and, to that end, to give up the resistance – which, in my view, is completely irrational – and the fundamental opposition to the minimum standards, which is unjustifiable from the point of view of either competition policy or environmental policy. I think that a compromise can be reached on this, something I also hope to see at the end of the second reading. Incidentally, I am not of the view that we should not seek compromises at first reading. This legislation is too complex for that. I do not wish to end this parliamentary term as rapporteur and hand on legislation to the next Parliament where the text of the directive that is debated is inconsistent, illogical and contradictory. I therefore ask for your support for the compromises when we vote in an hour ’ s time.	
en.20090311.3.3-033.wav	Mr President, ladies and gentlemen, the decisive question in relation to all the economic recovery plans which are being put in place throughout Europe is, of course: who will receive the money? Will more blank cheques be drawn up for the banks, although in the long run, it would be significantly cheaper for the taxpayer if they were nationalised straight away? Should we relieve the burden on large companies and high wage earners although they have benefited from tax concessions across the whole of Europe for years? The more money is wasted on things like this, the more likely it is that the programmes will fail and that the European economy will find itself in a very dangerous downward spiral. The long-term policy of privatisation, deregulation and liberalisation has resulted in an increasing concentration of wealth among the top ten thousand. In addition, it was this policy which was responsible for the crisis that we find ourselves in today. Anyone who believes that the crisis can be overcome by continuing this policy with just a few modifications has completely failed to understand the situation. What we need is exactly the opposite. Instead of buying up banks ’ toxic assets, we should be spending taxes on renovating schools and hospitals and on greening the European economy. If public funds are given to private companies, the rule of no taxes without guaranteed jobs and, in particular, no taxes without public ownership rights must apply, so that the state and, above all, citizens can benefit from any future earnings. The best economic recovery plan of all would be a radical redistribution of wealth and assets from top to bottom. The low pay sector in Europe must be reduced in size rather than continually being fostered. We need higher minimum wages and better social services in Europe. We need tax rates which ensure that the millionaires and profiteers from the old finance market party take responsibility for the huge losses which have been incurred, not the majority of citizens who have not benefited at all from the financial boom. I believe that social justice is now the only sensible economic policy. It is the only way of bringing this disastrous crisis to an end.	
en.20090323.13.1-055.wav	Mr President, at the beginning of March, political prisoners Mikhail Khodorkowski and Platon Lebedev were transferred from Chita, in Siberia, to Moscow, in order to once again face untenable accusations. The first public hearing is due to take place on 31 March. The fifth round of human rights consultations between the EU and Russia was due to take place on the same day. The Russians have now deferred these important talks indefinitely. Russia is thus making it very clear just how little it values human rights. Rather than administering justice, the judicial system continues to serve the purpose of eliminating opponents of the regime, and the wool is being pulled over the eyes of the EU.	
en.20090323.15.1-120.wav	Mr President, thank you very much, Commissioner, thank you very much, ladies and gentlemen. I am particularly grateful to Commissioner Verheugen for once again highlighting the ban on animal testing, as it has reminded me that this is now the third revision of the cosmetic products legislation that I have had the privilege to be involved in, these revisions being the sixth amendment, the seventh amendment, and now the change to a regulation. We have, indeed, succeeded in banning animal testing. We have, for example, managed to ensure that consumers know the shelf life of a product, by means of a small box containing a number which tells them how long a product can be used for. I am also addressing these comments to certain colleagues, such as Mrs Roithová, who unfortunately were not able to be present at the start of this debate. Labels have never, at any point, been warnings. If a product is not safe, it should not be brought onto the market, it should not be marketed. All products on the European market have to be safe and harmless. However, labelling allows consumers to choose. That is what democracy is all about, and that is what freedom of choice is all about. We have an excellent piece of legislation. I have tried to make the process very transparent. I have tried, as Mrs Grossêtete has said, to bring together various opinions. This is because I wanted to ensure that we draw up legislation which is good for everyone, namely for the consumers in the European Union, for industry, which will have to work with this legislation, and, finally, for everyone who benefits from it. I would just like once again to say to Mr Schnellhardt that yes, deodorants work differently on different people, but the claim is nevertheless made that they ‘ keep you sweat-free ’. That is why it is important that the claims concerning the deep rings around my eyes after a week in Strasbourg are, to a certain extent, true and reliable. Once again, I would like to thank the Commissioner, particularly for the explanations he has given, as well as my colleagues and my co-workers, who have done most of the work. Thank you very much.	
en.20090324.3.2-045.wav	Madam President, Commissioner, ladies and gentlemen, the report by Mr van Nistelrooij on the Green Paper and the future form of cohesion policy is certainly one of the most important reports produced by the Committee on Regional Development in recent years. We agree with the fundamental concept of the Green Paper, which states that the purpose of territorial cohesion is to ensure the polycentric development of the EU as a whole, the sustainable development of the territories with their different features and characteristics and, at the same time, the preservation of their diversity. A more comprehensive system offering gradual help for transition regions which exceed the threshold of 75% of gross domestic product must be established in the next programming period, so that these regions have a clear status and can develop in greater security. Mrs Krehl ’ s report on the obstacles to the use of Structural Funds rightly lists the major problems faced by applicants in claiming Structural Funds, such as excessive bureaucracy, too many complex regulations or the slow and cumbersome centrally managed administration in the Member States. Many recommendations are made to the Commission about the effective measures which need to be taken to remove these obstacles. I would like to single out two of these measures and reinforce them. Firstly, project leaders must currently keep project documents for a period of 10 years in order to be able to produce them for inspection by the Commission. This regulation imposes an excessive bureaucratic burden on small projects in particular. It is right that this period should now be reduced to three years. Secondly, the evaluation criteria used by the Commission for innovative projects are causing significant problems. The same criteria should not be applied to innovative projects as to other projects. It is essential that a different process is used in this case.	
en.20090324.32.2-435.wav	Madam President, if Europe provides money and, in particular, if the Member States provide a lot of money to help the car industry out of its crisis, it cannot only be a question of maintaining the status quo and preventing bankruptcies, because a number of other concerns are involved. The most important of these have already been mentioned. This is about ensuring that people who are looking for jobs and who need jobs can find them in the long term. Therefore, we must provide more support for new technologies, innovation and, most importantly, for sustainable transport systems than we have done in the past. For this reason, we should link all our measures to these objectives, so that we do not have to reproach ourselves in a few years time with the fact that, if we had thought about this years ago, we would not be in the next new crisis.	
en.20090324.37.2-501.wav	Madam President, it would be good if you could allow me the additional half a minute which Mrs Breyer from the Group of the Greens / European Free Alliance has just had. The Commission has submitted a good proposal for updating the regulation on novel foods. Unfortunately, some amendments have been tabled with the aim of adding objectives to this proposal which are not compatible with the goals of the regulation or which even interfere with existing case law. The obligation on food suppliers to monitor novel foods in terms of the health and welfare of animals would impose too great a burden on retailers. Once again an attempt is being made to undermine existing GMO legislation, in this case the call for special labelling for novel foods which come from animals that have been fed genetically modified feedstuffs. We have already heard about all of this. Anything which involves GMO legislation should not be included in the regulation on novel foods. I say this, but I myself tabled an amendment to distinguish between new plant types and the definition of novel foods. However, interested parties in this House must not be allowed to misuse the regulation on novel foods for electioneering purposes. Amendments 62 and 90, for which the Greens have requested a vote by roll call, are obviously an attempt of this kind. Who are you aiming to pillory for this? My group has always supported the right of the consumer to know what foods contain. Why should there not be a reference to nanosubstances in the list of ingredients? Although amendment 62 makes a rather clumsy attempt to anticipate my report on food labelling, I must say that I believe that the labelling of novel foods is fully compatible with my report. Therefore I recommend that my group votes in favour of the amendments. In my report on food labelling regulations, I will refer to the part of the regulation on novel foods which concerns labelling. This will be possible because the first reading on the labelling of foods has been postponed to the next parliamentary term, against the Greens ’ wishes. However, it has now become clear how beneficial this postponement was for them. A brief remark on cloning. It is animal cruelty and we are opposed to it. Nevertheless foods must be included in this regulation, because otherwise...	
en.20090325.2.3-084.wav	Madam President, it is perfectly simple. Anyone who does not want this man to chair the formal opening sitting of the European Parliament should support my motion for a change to the Rules of Procedure.	
en.20090326.2.4-012.wav	. Madam President, Commissioner, ladies and gentlemen, let me start by making it clear that the distribution of food to deprived people is, for me, not at issue in the forthcoming vote on the report by Mr Siekierski, particularly in these difficult economic times. I would therefore also like to make it clear at the outset that it was not easy to find a common line within our Group. I therefore respect the personal decision of any member of the Group to deviate from this and not to support our intended rejection of the report. Why am I unable to support the result of the committee vote as it stands? There are a number of reasons for this, which have absolutely nothing to do with helping deprived people within the European Union in these difficult economic times. On the contrary, amendments tabled by my colleague Mr Busk on behalf of the Group of the Alliance of Liberals and Democrats for Europe, although unfortunately found not to be permissible, were intended to give the existing system a future-oriented foundation. The system in place up to now is an anachronism from the times of agricultural overproduction, which fortunately are now a thing of the past. Due to the successful decoupling of direct payments, the intervention stocks have been constantly decreasing in recent years, with the result that, today, up to 85% of the food has to be purchased on the free market. However, that has altered the fundamental nature of the programme and has resulted in the loss of the agricultural dimension to the programme. Since we are now dealing with a social programme, we need to create an appropriate legal basis for it. In this regard, we share the view of the Council ’ s legal services that the only possible legal basis in place of Article 37 of the EC Treaty regarding the common agricultural policy is Article 308, as otherwise it would clearly constitute an encroachment on the national competences of the Member States. In view of the impermissible nature of our amendments, the only solution can be a new draft from the European Commission. The Commission should also take to heart the principle of co-financing, as whether or not such programmes are meaningful in the mind of everyone can only be satisfactorily assessed at local level.	
en.20090326.3.4-047.wav	Mr President, ladies and gentlemen, I would like to start by saying that we, too, in principle welcome the European Commission ’ s proposal and this Green Paper. As previous speakers have said, there is no doubt that there is a ‘ mass ’ phenomenon in which relatively small losses affect a large number of people. The individual losses are small, but taken together the overall amount is large. We need an instrument to deal with this problem. In my opinion, it is right to consider something like this. Staying with the positives, I also very much welcome the fact that, in its Green Paper, the Directorate General for Health and Consumer Protection has also placed a definite emphasis on the issue of alternative dispute resolution mechanisms. That is very different to the White Paper from the Directorate General for Competition, which was also debated in this House yesterday and which has so far completely ignored the possibility of out-of-court dispute resolution mechanisms. I think that the Directorate General for Health and Consumer Protection has come further in its Green Paper than the members of the Directorate General for Competition. However, I would like to make two things quite clear, which in my opinion should definitely be viewed as critical comments. In a few minutes at noon, Parliament will adopt my report on the White Paper from the Directorate General for Competition. With a huge majority in this House we will demand that the European Commission choose a horizontal approach in dealing with this issue. We must not end up with sectoral instruments: one for the area of consumer protection, one of the area of antitrust law, another one for the capital market, perhaps another one for the environment, perhaps another one for social affairs, all contradicting each other, all encroaching on the legal systems of the Member States and leading ultimately to legal confusion that can no longer be managed by any practitioner. We have often seen such examples in the past. I am just thinking about the debate on the Professional Qualifications Directive, which we later also combined in a single instrument because this fragmentation was no longer manageable. The Commission should not make the same mistake again in this case. It should advocate a horizontal approach right from the outset. That is the clear position of Parliament, as will become apparent in a few minutes. One last point: I very much welcome the fact that we have agreed that we do not want a claims industry based on the American model with a turnover of USD 240 billion a year from which ultimately only lawyers profit and the consumers get absolutely nothing. We want the genuine rule of law in Europe and we want to keep our traditional system and our understanding of the law.	
en.20090401.15.3-164.wav	Madam President, ladies and gentlemen, there are many ways of tackling the lasting effects of the unforeseen financial and economic crisis. This revision package, this legislative measure within the European Economic Recovery Plan, was conceived as a good – albeit not quite sufficient – response to this temporary, though exceptionally critical, situation. It responds, amongst other things, to the request for greater simplification of procedures and increased flexibility in the application of the existing rules under the Structural Funds Regulation that has been repeatedly put forward by the European Parliament in recent years. I should like to emphasise that it is also to be welcomed that an amendment to Article 7 – ‘ Eligibility of Expenditure ’ – is to enable EU Member States and regions to invest in energy-efficiency and renewable-energy measures in housing with the support of the EU Structural Funds, and that this measure is not only intended for low-income households. The relevant amendment rightly eliminates the reference to ‘ low-income households ’, therefore, and instead imposes a ceiling of 4% of the total European Regional Development Fund (ERDF) allocation for each Member State for such expenditure. This is just one of the many improvements proposed. In short, bringing this overall package to fruition would accelerate expenditure and thus make available further liquidity from the ERDF, European Social Fund (ESF), Cohesion Fund and Structural Funds for the implementation of the necessary objectives, and would simplify rules allowing for a speedy implementation of programmes. In my opinion, this represents an effective, albeit as yet insufficient, contribution to dealing with the current crisis.	
